CUENTA;NOMBRE;NATURALEZA;ESTADO
8120;LITIGIOS Y/O DEMANDAS;CR;ACTIVO
812005;EJECUTIVOS;CR;ACTIVO
812010;INCUMPLIMIENTO DE CONTRATOS;CR;ACTIVO
8125;PROMESAS DE COMPRAVENTA;CR;ACTIVO
8195;DIVERSAS;CR;ACTIVO
819505;VALORES ADQUIRIDOS POR RECIBIR;CR;ACTIVO
819595;OTRAS;CR;ACTIVO
819599;AJUSTES POR INFLACION.;CR;ACTIVO
82;DEUDORAS FISCALES;CR;ACTIVO
83;DEUDORAS DE CONTROL;CR;ACTIVO
8305;BIENES RECIBIDOS EN ARRENDAMIENTO FINANCIERO;CR;ACTIVO
830505;BIENES MUEBLES;CR;ACTIVO
830510;BIENES INMUEBLES;CR;ACTIVO
830599;AJUSTES POR INFLACION;CR;ACTIVO
8310;TITULOS DE INVERSION NO COLOCADOS;CR;ACTIVO
831005;ACCIONES;CR;ACTIVO
831010;BONOS;CR;ACTIVO
831095;OTROS;CR;ACTIVO
8315;PROP.PLANTA Y EQ.TOTALMENTE DEPRECIADOS/AGOTADOS Y/O AMORTIZ;CR;ACTIVO
831506;MATERIALES PROYECTOS PETROLEROS;CR;ACTIVO
831516;CONSTRUCCIONES Y EDIFICACIONES;CR;ACTIVO
831520;MAQUINARIA Y EQUIPO;CR;ACTIVO
831524;EQUIPO DE OFICINA;CR;ACTIVO
831528;EQUIPO DE COMPUTACION Y COMUNICACION;CR;ACTIVO
831532;EQUIPO MEDICO - CIENTIFICO;CR;ACTIVO
831536;EQUIPO DE HOTELES Y RESTAURANTES;CR;ACTIVO
831540;FLOTA Y EQUIPO DE TRANSPORTE;CR;ACTIVO
831544;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO;CR;ACTIVO
831548;FLOTA Y EQUIPO AEREO;CR;ACTIVO
831552;FLOTA Y EQUIPO FERREO;CR;ACTIVO
831556;ACUEDUCTOS/ PLANTAS Y REDES;CR;ACTIVO
831560;ARMAMENTO DE VIGILANCIA;CR;ACTIVO
831562;ENVASES Y EMPAQUES;CR;ACTIVO
831564;PLANTACIONES AGRICOLAS Y FORESTALES;CR;ACTIVO
831568;VIAS DE COMUNICACION;CR;ACTIVO
831572;MINAS Y CANTERAS;CR;ACTIVO
831576;POZOS ARTESIANOS;CR;ACTIVO
831580;YACIMIENTOS;CR;ACTIVO
831584;SEMOVIENTES;CR;ACTIVO
831599;AJUSTES POR INFLACION;CR;ACTIVO
8320;CREDITOS A FAVOR NO UTILIZADOS;CR;ACTIVO
832005;PAIS;CR;ACTIVO
832010;EXTERIOR;CR;ACTIVO
8325;ACTIVOS CASTIGADOS;CR;ACTIVO
832505;INVERSIONES;CR;ACTIVO
832510;DEUDORES;CR;ACTIVO
832595;OTROS ACTIVOS;CR;ACTIVO
8330;TITULOS DE INVERSION AMORTIZADOS;CR;ACTIVO
833005;BONOS;CR;ACTIVO
833095;OTROS;CR;ACTIVO
8335;CAPITALIZACION POR REVALORIZACION DE PATRIMONIO;CR;ACTIVO
8395;OTRAS CUENTAS DEUDORAS DE CONTROL;CR;ACTIVO
839505;CHEQUES POSTFECHADOS;CR;ACTIVO
839510;CERTIFICADOS DE DEPOSITO A TERMINO;CR;ACTIVO
839515;CHEQUES DEVUELTOS;CR;ACTIVO
839520;BIENES Y VALORES EN FIDEICOMISO;CR;ACTIVO
839525;INTERESES SOBRE DEUDAS VENCIDAS;CR;ACTIVO
839595;DIVERSAS;CR;ACTIVO
839599;AJUSTES POR INFLACION;CR;ACTIVO
8399;AJUSTES POR INFLACION ACTIVOS;CR;ACTIVO
839905;INVERSIONES;CR;ACTIVO
839910;INVENTARIOS;CR;ACTIVO
839915;PROPIEDADES PLANTA Y EQUIPO;CR;ACTIVO
839920;INTANGIBLES;CR;ACTIVO
839925;CARGOS DIFERIDOS;CR;ACTIVO
839995;OTROS ACTIVOS;CR;ACTIVO
84;DERECHOS CONTINGENTES POR CONTRA (CR);CR;ACTIVO
85;DEUDORAS FISCALES POR CONTRA (CR);CR;ACTIVO
86;DEUDORAS DE CONTROL POR CONTRA (CR);CR;ACTIVO
8615;861501 EQUIPO DE COMPUTO;CR;ACTIVO
861501;EQUIPO DE COMPUTO;CR;ACTIVO
8695;CUENTA PUENTE;CR;ACTIVO
9;CUENTAS DE ORDEN ACREEDORAS;DB;ACTIVO
91;RESPONSABILIDADES CONTINGENTES;DB;ACTIVO
9105;BIENES Y VALORES RECIBIDOS EN CUSTODIA;DB;ACTIVO
910505;VALORES MOBILIARIOS;DB;ACTIVO
910510;BIENES MUEBLES;DB;ACTIVO
910599;AJUSTES POR INFLACION;DB;ACTIVO
9110;BIENES Y VALORES RECIBIDOS EN GARANTIA;DB;ACTIVO
911005;VALORES MOBILIARIOS;DB;ACTIVO
911010;BIENES MUEBLES;DB;ACTIVO
911015;BIENES INMUEBLES;DB;ACTIVO
911020;CONTRATOS DE GANADO EN PARTICIPACION;DB;ACTIVO
911099;AJUSTES POR INFLACION;DB;ACTIVO
9115;BIENES Y VALORES RECIBIDOS DE TERCEROS;DB;ACTIVO
911505;EN ARRENDAMIENTO;DB;ACTIVO
911510;EN PRESTAMO;DB;ACTIVO
911515;EN DEPOSITO;DB;ACTIVO
911520;EN CONSIGNACION;DB;ACTIVO
911525;EN COMODATO;DB;ACTIVO
911599;AJUSTES POR INFLACION;DB;ACTIVO
9120;LITIGIOS Y/O DEMANDAS;DB;ACTIVO
912005;LABORALES;DB;ACTIVO
912010;CIVILES;DB;ACTIVO
912015;ADMINISTRATIVOS O ARBITRALES;DB;ACTIVO
912020;TRIBUTARIOS;DB;ACTIVO
9125;PROMESAS DE COMPRAVENTA;DB;ACTIVO
9130;CONTRATOS DE ADMINISTRACION DELEGADA;DB;ACTIVO
9135;CUENTAS EN PARTICIPACION;DB;ACTIVO
9195;OTRAS RESPONSABILIDADES CONTINGENTES;DB;ACTIVO
92;ACREEDORAS FISCALES;DB;ACTIVO
93;ACREEDORAS DE CONTROL;DB;ACTIVO
9305;CONTRATOS DE ARRENDAMIENTO FINANCIERO;DB;ACTIVO
930505;BIENES MUEBLES;DB;ACTIVO
930510;BIENES INMUEBLES;DB;ACTIVO
9395;OTRAS CUENTAS DE ORDEN ACREEDORAS DE CONTROL;DB;ACTIVO
939505;DOCUMENTOS POR COBRAR DESCONTADOS;DB;ACTIVO
939510;CONVENIOS DE PAGO;DB;ACTIVO
939515;CONTRATOS DE CONSTRUCCIONES E INSTALACIONES POR EJECUTAR;DB;ACTIVO
939520;PEDIDOS COLOCADOS;DB;ACTIVO
939525;ADJUDICACIONES PENDIENTES DE LEGALIZAR;DB;ACTIVO
939530;RESERVA ARTICULO 3O. LEY 4/80;DB;ACTIVO
939535;RESERVA COSTO REPOSICION SEMOVIENTES;DB;ACTIVO
939599;AJUSTES POR INFLACION;DB;ACTIVO
9399;AJUSTES POR INFLACION PATRIMONIO;DB;ACTIVO
939905;CAPITAL SOCIAL;DB;ACTIVO
939910;SUPERAVIT DE CAPITAL;DB;ACTIVO
939915;RESERVAS;DB;ACTIVO
939925;DIV.O PARTICIP.DECRETADAS EN ACC/CUOTAS O PART.DE INT.SOCIAL;DB;ACTIVO
939930;RESULTADOS DE EJERCICIOS ANTERIORES;DB;ACTIVO
94;RESPONSABILIDADES CONTINGENTES POR CONTRA (DB);DB;ACTIVO
95;ACREEDORAS FISCALES POR CONTRA (DB);DB;ACTIVO
96;ACREEDORAS DE CONTROL POR CONTRA (DB);DB;ACTIVO
